User_ID,Age,Gender,Steps_Taken,Calories_Burned,Water_Intake_Liters,Sleep_Hours,Exercise_Type,Date,Time,Week_Start,Days_of_Week,Week_Of,Day Number,Age_Group,Age_Sort
U3197,54,Female,8590,740.8,0.99,5.4,Yoga,09/02/2024,05:00:00,05/02/2024,Friday,Week of Feb 9,5,51-60,5
U3198,30,Female,3017,279.3,2.94,6.5,None,09/02/2024,06:00:00,05/02/2024,Friday,Week of Feb 9,5,22-30,2
U3199,44,Male,13345,633.3,1.18,5.3,Strength,09/02/2024,07:00:00,05/02/2024,Friday,Week of Feb 9,5,41-50,4
U3200,37,Male,7176,725.3,2.08,7.8,Walking,09/02/2024,08:00:00,05/02/2024,Friday,Week of Feb 9,5,31-40,3
U3201,50,Male,5590,526.7,0.88,5.3,Cardio,09/02/2024,09:00:00,05/02/2024,Friday,Week of Feb 9,5,41-50,4
U3202,59,Male,14399,310.5,1.92,5.1,Yoga,09/02/2024,10:00:00,05/02/2024,Friday,Week of Feb 9,5,51-60,5
U3203,49,Male,14261,351.0,2.17,6.8,Strength,09/02/2024,11:00:00,05/02/2024,Friday,Week of Feb 9,5,41-50,4
U3204,25,Male,10239,725.7,1.84,9.3,Yoga,09/02/2024,12:00:00,05/02/2024,Friday,Week of Feb 9,5,22-30,2
U3205,46,Female,13855,343.9,0.71,6.8,Walking,09/02/2024,13:00:00,05/02/2024,Friday,Week of Feb 9,5,41-50,4
U3206,57,Female,14663,635.0,1.95,6.5,None,09/02/2024,14:00:00,05/02/2024,Friday,Week of Feb 9,5,51-60,5
U3207,36,Male,11019,793.6,1.91,7.5,None,09/02/2024,15:00:00,05/02/2024,Friday,Week of Feb 9,5,31-40,3
U3208,23,Female,8176,799.9,1.28,5.5,Strength,09/02/2024,16:00:00,05/02/2024,Friday,Week of Feb 9,5,22-30,2
U3209,56,Male,8647,496.8,3.26,6.1,Walking,09/02/2024,17:00:00,05/02/2024,Friday,Week of Feb 9,5,51-60,5
U3210,58,Female,6722,687.3,1.75,5.3,Cardio,09/02/2024,18:00:00,05/02/2024,Friday,Week of Feb 9,5,51-60,5
U3211,38,Male,8015,793.7,3.09,7.4,Cardio,09/02/2024,19:00:00,05/02/2024,Friday,Week of Feb 9,5,31-40,3
U3212,39,Male,7122,393.5,0.83,8.2,None,09/02/2024,20:00:00,05/02/2024,Friday,Week of Feb 9,5,31-40,3
U3213,59,Female,9683,314.1,1.46,8.0,Walking,09/02/2024,21:00:00,05/02/2024,Friday,Week of Feb 9,5,51-60,5
U3214,27,Female,4089,224.3,1.03,5.5,Walking,09/02/2024,22:00:00,05/02/2024,Friday,Week of Feb 9,5,22-30,2
U3215,27,Female,4056,241.6,1.73,8.7,Strength,09/02/2024,23:00:00,05/02/2024,Friday,Week of Feb 9,5,22-30,2
U3216,46,Female,11010,704.8,0.83,5.5,Cardio,10/02/2024,00:00:00,05/02/2024,Saturday,Week of Feb 10,6,41-50,4
U3217,33,Female,14944,532.7,1.82,4.9,Strength,10/02/2024,01:00:00,05/02/2024,Saturday,Week of Feb 10,6,31-40,3
U3218,18,Female,14176,717.9,1.56,6.1,Yoga,10/02/2024,02:00:00,05/02/2024,Saturday,Week of Feb 10,6,18-21,1
U3219,34,Female,5680,663.1,1.17,7.6,Walking,10/02/2024,03:00:00,05/02/2024,Saturday,Week of Feb 10,6,31-40,3
U3220,47,Female,12003,587.9,2.43,4.9,Cardio,10/02/2024,04:00:00,05/02/2024,Saturday,Week of Feb 10,6,41-50,4
U3221,43,Male,6885,546.1,3.35,7.9,Strength,10/02/2024,05:00:00,05/02/2024,Saturday,Week of Feb 10,6,41-50,4
U3222,36,Female,5114,181.4,1.12,9.2,None,10/02/2024,06:00:00,05/02/2024,Saturday,Week of Feb 10,6,31-40,3
U3223,38,Female,9383,717.0,2.64,5.8,Yoga,10/02/2024,07:00:00,05/02/2024,Saturday,Week of Feb 10,6,31-40,3
U3224,34,Male,3629,421.6,2.73,6.7,Strength,10/02/2024,08:00:00,05/02/2024,Saturday,Week of Feb 10,6,31-40,3
U3225,57,Male,3543,513.9,1.99,5.4,None,10/02/2024,09:00:00,05/02/2024,Saturday,Week of Feb 10,6,51-60,5
U3226,38,Male,9512,164.3,3.19,6.2,Cardio,10/02/2024,10:00:00,05/02/2024,Saturday,Week of Feb 10,6,31-40,3
U3227,58,Male,13771,758.4,3.40,4.1,Cardio,10/02/2024,11:00:00,05/02/2024,Saturday,Week of Feb 10,6,51-60,5
U3228,57,Female,7769,736.8,1.59,9.7,Yoga,10/02/2024,12:00:00,05/02/2024,Saturday,Week of Feb 10,6,51-60,5
U3229,36,Female,3904,503.1,2.45,6.5,None,10/02/2024,13:00:00,05/02/2024,Saturday,Week of Feb 10,6,31-40,3
U3230,24,Male,3436,525.3,2.49,8.7,Walking,10/02/2024,14:00:00,05/02/2024,Saturday,Week of Feb 10,6,22-30,2
U3231,34,Male,7031,608.3,1.71,4.9,Cardio,10/02/2024,15:00:00,05/02/2024,Saturday,Week of Feb 10,6,31-40,3
U3232,18,Female,5317,322.1,1.45,8.9,Walking,10/02/2024,16:00:00,05/02/2024,Saturday,Week of Feb 10,6,18-21,1
U3233,54,Female,13712,294.2,3.30,9.2,Walking,10/02/2024,17:00:00,05/02/2024,Saturday,Week of Feb 10,6,51-60,5
U3234,23,Female,13251,588.1,2.87,8.3,Strength,10/02/2024,18:00:00,05/02/2024,Saturday,Week of Feb 10,6,22-30,2
U3235,43,Female,6116,217.9,0.84,9.4,Strength,10/02/2024,19:00:00,05/02/2024,Saturday,Week of Feb 10,6,41-50,4
U3236,19,Male,11190,445.1,0.86,5.0,Cardio,10/02/2024,20:00:00,05/02/2024,Saturday,Week of Feb 10,6,18-21,1
U3237,49,Female,11623,470.3,3.27,6.9,Walking,10/02/2024,21:00:00,05/02/2024,Saturday,Week of Feb 10,6,41-50,4
U3238,22,Male,6552,397.9,0.74,7.7,Strength,10/02/2024,22:00:00,05/02/2024,Saturday,Week of Feb 10,6,22-30,2
U3239,54,Male,7563,270.4,2.57,7.6,None,10/02/2024,23:00:00,05/02/2024,Saturday,Week of Feb 10,6,51-60,5
U3240,48,Male,8123,381.0,1.18,9.2,None,11/02/2024,00:00:00,05/02/2024,Sunday,Week of Feb 11,7,41-50,4
U3241,29,Female,5061,369.4,0.61,5.3,None,11/02/2024,01:00:00,05/02/2024,Sunday,Week of Feb 11,7,22-30,2
U3242,52,Male,10089,474.5,0.68,5.1,None,11/02/2024,02:00:00,05/02/2024,Sunday,Week of Feb 11,7,51-60,5
U3243,47,Female,10456,588.5,1.62,5.5,Walking,11/02/2024,03:00:00,05/02/2024,Sunday,Week of Feb 11,7,41-50,4
U3244,23,Male,5731,779.4,0.73,9.3,None,11/02/2024,04:00:00,05/02/2024,Sunday,Week of Feb 11,7,22-30,2
U3245,32,Female,8327,243.7,2.29,9.6,Walking,11/02/2024,05:00:00,05/02/2024,Sunday,Week of Feb 11,7,31-40,3
U3246,32,Male,12466,717.5,2.44,7.4,Cardio,11/02/2024,06:00:00,05/02/2024,Sunday,Week of Feb 11,7,31-40,3
U3247,33,Male,14067,334.7,1.62,7.0,Cardio,11/02/2024,07:00:00,05/02/2024,Sunday,Week of Feb 11,7,31-40,3
U3248,37,Female,5317,534.4,2.73,7.6,None,11/02/2024,08:00:00,05/02/2024,Sunday,Week of Feb 11,7,31-40,3
U3249,30,Female,4046,505.4,1.97,7.7,None,11/02/2024,09:00:00,05/02/2024,Sunday,Week of Feb 11,7,22-30,2
U3250,59,Male,5144,512.0,1.79,5.0,None,11/02/2024,10:00:00,05/02/2024,Sunday,Week of Feb 11,7,51-60,5
U3251,48,Male,5221,620.2,1.72,8.1,Cardio,11/02/2024,11:00:00,05/02/2024,Sunday,Week of Feb 11,7,41-50,4
U3252,51,Female,13332,398.1,1.79,6.7,Strength,11/02/2024,12:00:00,05/02/2024,Sunday,Week of Feb 11,7,51-60,5
U3253,46,Male,7064,357.4,3.40,7.1,Cardio,11/02/2024,13:00:00,05/02/2024,Sunday,Week of Feb 11,7,41-50,4
U3254,20,Female,11445,704.3,2.54,4.2,None,11/02/2024,14:00:00,05/02/2024,Sunday,Week of Feb 11,7,18-21,1
U3255,26,Female,2722,293.1,1.45,8.6,Strength,11/02/2024,15:00:00,05/02/2024,Sunday,Week of Feb 11,7,22-30,2
U3256,28,Male,9775,267.2,2.70,9.0,Strength,11/02/2024,16:00:00,05/02/2024,Sunday,Week of Feb 11,7,22-30,2
U3257,28,Female,9564,160.1,1.49,7.7,Yoga,11/02/2024,17:00:00,05/02/2024,Sunday,Week of Feb 11,7,22-30,2
U3258,42,Male,10275,286.9,0.88,8.5,Walking,11/02/2024,18:00:00,05/02/2024,Sunday,Week of Feb 11,7,41-50,4
U3259,39,Female,6835,487.0,1.93,7.1,None,11/02/2024,19:00:00,05/02/2024,Sunday,Week of Feb 11,7,31-40,3
U3260,59,Female,13562,500.0,2.75,7.7,Walking,11/02/2024,20:00:00,05/02/2024,Sunday,Week of Feb 11,7,51-60,5
U3261,26,Male,5819,315.4,1.63,6.4,Yoga,11/02/2024,21:00:00,05/02/2024,Sunday,Week of Feb 11,7,22-30,2
U3262,37,Female,5364,197.0,3.11,8.8,Walking,11/02/2024,22:00:00,05/02/2024,Sunday,Week of Feb 11,7,31-40,3
U3263,38,Male,11949,634.0,1.66,6.8,None,11/02/2024,23:00:00,05/02/2024,Sunday,Week of Feb 11,7,31-40,3
U3264,27,Female,8089,642.7,1.55,8.1,Yoga,12/02/2024,00:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3265,39,Female,6318,798.6,3.49,7.7,Walking,12/02/2024,01:00:00,12/02/2024,Monday,Week of Feb 12,1,31-40,3
U3266,46,Female,8936,735.0,1.95,8.2,Cardio,12/02/2024,02:00:00,12/02/2024,Monday,Week of Feb 12,1,41-50,4
U3267,26,Female,4780,751.9,2.92,8.7,Strength,12/02/2024,03:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3268,22,Male,13479,668.8,2.91,7.1,Yoga,12/02/2024,04:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3269,57,Female,9398,550.1,3.28,8.9,Cardio,12/02/2024,05:00:00,12/02/2024,Monday,Week of Feb 12,1,51-60,5
U3270,28,Female,4452,233.6,0.75,7.0,None,12/02/2024,06:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3271,18,Female,7288,554.5,1.31,9.7,Strength,12/02/2024,07:00:00,12/02/2024,Monday,Week of Feb 12,1,18-21,1
U3272,59,Male,10520,186.4,2.80,8.5,Yoga,12/02/2024,08:00:00,12/02/2024,Monday,Week of Feb 12,1,51-60,5
U3273,18,Male,2425,725.4,2.19,5.0,Strength,12/02/2024,09:00:00,12/02/2024,Monday,Week of Feb 12,1,18-21,1
U3274,56,Male,10961,463.2,2.18,9.0,Yoga,12/02/2024,10:00:00,12/02/2024,Monday,Week of Feb 12,1,51-60,5
U3275,22,Male,5975,603.4,1.00,7.3,Yoga,12/02/2024,11:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3276,39,Female,10799,184.0,1.34,9.9,Walking,12/02/2024,12:00:00,12/02/2024,Monday,Week of Feb 12,1,31-40,3
U3277,43,Female,12044,497.3,2.06,8.3,Strength,12/02/2024,13:00:00,12/02/2024,Monday,Week of Feb 12,1,41-50,4
U3278,23,Female,8669,345.8,1.33,4.5,Strength,12/02/2024,14:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3279,49,Male,12864,335.2,1.13,6.4,Cardio,12/02/2024,15:00:00,12/02/2024,Monday,Week of Feb 12,1,41-50,4
U3280,28,Male,4124,403.3,0.76,7.1,None,12/02/2024,16:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3281,27,Female,3300,150.4,0.97,9.0,Cardio,12/02/2024,17:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3282,56,Female,7015,453.3,2.81,8.4,Walking,12/02/2024,18:00:00,12/02/2024,Monday,Week of Feb 12,1,51-60,5
U3283,51,Female,10657,466.3,2.66,6.2,Yoga,12/02/2024,19:00:00,12/02/2024,Monday,Week of Feb 12,1,51-60,5
U3284,48,Male,3964,711.0,0.64,7.9,Walking,12/02/2024,20:00:00,12/02/2024,Monday,Week of Feb 12,1,41-50,4
U3285,29,Female,7567,441.5,1.11,7.5,Walking,12/02/2024,21:00:00,12/02/2024,Monday,Week of Feb 12,1,22-30,2
U3286,33,Female,12137,386.3,2.18,4.8,Cardio,12/02/2024,22:00:00,12/02/2024,Monday,Week of Feb 12,1,31-40,3
U3287,55,Male,7279,796.6,1.47,5.4,Yoga,12/02/2024,23:00:00,12/02/2024,Monday,Week of Feb 12,1,51-60,5
U3288,20,Male,12731,521.3,2.97,6.0,None,13/02/2024,00:00:00,12/02/2024,Tuesday,Week of Feb 13,2,18-21,1
U3289,19,Female,4360,457.2,2.85,5.2,Walking,13/02/2024,01:00:00,12/02/2024,Tuesday,Week of Feb 13,2,18-21,1
U3290,22,Male,4039,472.4,3.17,4.9,None,13/02/2024,02:00:00,12/02/2024,Tuesday,Week of Feb 13,2,22-30,2
U3291,28,Female,3184,676.0,2.19,4.3,Yoga,13/02/2024,03:00:00,12/02/2024,Tuesday,Week of Feb 13,2,22-30,2
U3292,42,Female,5934,371.4,1.56,9.2,Yoga,13/02/2024,04:00:00,12/02/2024,Tuesday,Week of Feb 13,2,41-50,4
U3293,52,Female,13409,403.0,2.32,5.7,Cardio,13/02/2024,05:00:00,12/02/2024,Tuesday,Week of Feb 13,2,51-60,5
U3294,52,Female,7794,641.3,0.77,5.7,Strength,13/02/2024,06:00:00,12/02/2024,Tuesday,Week of Feb 13,2,51-60,5
U3295,39,Male,10172,197.4,0.53,5.2,Cardio,13/02/2024,07:00:00,12/02/2024,Tuesday,Week of Feb 13,2,31-40,3
U3296,54,Male,12974,712.4,0.55,6.9,None,13/02/2024,08:00:00,12/02/2024,Tuesday,Week of Feb 13,2,51-60,5
U3297,39,Male,2777,429.6,1.72,7.1,Cardio,13/02/2024,09:00:00,12/02/2024,Tuesday,Week of Feb 13,2,31-40,3
U3298,28,Female,5379,527.8,1.18,5.2,Yoga,13/02/2024,10:00:00,12/02/2024,Tuesday,Week of Feb 13,2,22-30,2
U3299,49,Female,4418,642.4,0.97,7.7,Walking,13/02/2024,11:00:00,12/02/2024,Tuesday,Week of Feb 13,2,41-50,4
U3300,52,Female,6077,322.9,2.35,8.3,Strength,13/02/2024,12:00:00,12/02/2024,Tuesday,Week of Feb 13,2,51-60,5
U3301,48,Male,14454,728.7,3.49,6.2,Yoga,13/02/2024,13:00:00,12/02/2024,Tuesday,Week of Feb 13,2,41-50,4
U3302,25,Male,4439,786.5,1.03,7.5,Walking,13/02/2024,14:00:00,12/02/2024,Tuesday,Week of Feb 13,2,22-30,2
U3303,37,Female,9804,471.3,2.14,7.0,None,13/02/2024,15:00:00,12/02/2024,Tuesday,Week of Feb 13,2,31-40,3
U3304,59,Male,7269,759.0,0.86,5.2,None,13/02/2024,16:00:00,12/02/2024,Tuesday,Week of Feb 13,2,51-60,5
U3305,51,Male,7587,150.7,3.30,8.4,None,13/02/2024,17:00:00,12/02/2024,Tuesday,Week of Feb 13,2,51-60,5
U3306,21,Male,3989,731.3,1.38,8.8,Cardio,13/02/2024,18:00:00,12/02/2024,Tuesday,Week of Feb 13,2,18-21,1
U3307,35,Male,9868,352.2,3.14,7.9,None,13/02/2024,19:00:00,12/02/2024,Tuesday,Week of Feb 13,2,31-40,3
U3308,21,Female,11258,352.5,1.35,5.9,None,13/02/2024,20:00:00,12/02/2024,Tuesday,Week of Feb 13,2,18-21,1
U3309,37,Male,2944,298.3,2.92,9.6,Cardio,13/02/2024,21:00:00,12/02/2024,Tuesday,Week of Feb 13,2,31-40,3
U3310,26,Female,10220,356.1,1.13,6.7,Walking,13/02/2024,22:00:00,12/02/2024,Tuesday,Week of Feb 13,2,22-30,2
U3311,33,Male,3897,288.8,1.38,5.6,Yoga,13/02/2024,23:00:00,12/02/2024,Tuesday,Week of Feb 13,2,31-40,3
U3312,43,Female,7751,738.8,1.08,6.4,Strength,14/02/2024,00:00:00,12/02/2024,Wednesday,Week of Feb 14,3,41-50,4
U3313,55,Female,7150,734.4,1.29,8.2,None,14/02/2024,01:00:00,12/02/2024,Wednesday,Week of Feb 14,3,51-60,5
U3314,42,Male,3697,216.4,3.00,9.1,None,14/02/2024,02:00:00,12/02/2024,Wednesday,Week of Feb 14,3,41-50,4
U3315,21,Female,13006,242.9,2.42,6.1,None,14/02/2024,03:00:00,12/02/2024,Wednesday,Week of Feb 14,3,18-21,1
U3316,58,Female,13557,710.3,1.72,5.4,Cardio,14/02/2024,04:00:00,12/02/2024,Wednesday,Week of Feb 14,3,51-60,5
U3317,58,Male,12680,409.3,3.41,7.8,Cardio,14/02/2024,05:00:00,12/02/2024,Wednesday,Week of Feb 14,3,51-60,5
U3318,55,Female,7885,260.0,1.89,9.5,Cardio,14/02/2024,06:00:00,12/02/2024,Wednesday,Week of Feb 14,3,51-60,5
U3319,36,Male,3665,481.9,3.41,5.1,Strength,14/02/2024,07:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3320,31,Female,14811,420.8,1.09,8.8,Yoga,14/02/2024,08:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3321,38,Male,11762,292.5,3.21,6.9,None,14/02/2024,09:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3322,32,Male,11925,618.5,0.54,8.8,Walking,14/02/2024,10:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3323,20,Male,10951,560.3,2.14,7.0,None,14/02/2024,11:00:00,12/02/2024,Wednesday,Week of Feb 14,3,18-21,1
U3324,54,Male,12349,214.8,1.77,6.3,None,14/02/2024,12:00:00,12/02/2024,Wednesday,Week of Feb 14,3,51-60,5
U3325,33,Male,11543,751.5,2.08,8.2,None,14/02/2024,13:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3326,31,Female,13668,513.0,2.16,9.4,None,14/02/2024,14:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3327,26,Female,11460,312.6,1.67,5.9,Yoga,14/02/2024,15:00:00,12/02/2024,Wednesday,Week of Feb 14,3,22-30,2
U3328,24,Male,3785,284.1,3.49,6.8,Walking,14/02/2024,16:00:00,12/02/2024,Wednesday,Week of Feb 14,3,22-30,2
U3329,31,Female,14141,238.4,3.43,5.4,Cardio,14/02/2024,17:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3330,23,Female,7948,426.0,3.39,5.1,Walking,14/02/2024,18:00:00,12/02/2024,Wednesday,Week of Feb 14,3,22-30,2
U3331,38,Female,4607,238.1,3.44,8.7,None,14/02/2024,19:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3332,32,Male,10590,420.3,2.88,5.2,Walking,14/02/2024,20:00:00,12/02/2024,Wednesday,Week of Feb 14,3,31-40,3
U3333,25,Male,4630,246.7,3.47,8.8,None,14/02/2024,21:00:00,12/02/2024,Wednesday,Week of Feb 14,3,22-30,2
U3334,51,Female,12638,576.9,3.18,6.6,Walking,14/02/2024,22:00:00,12/02/2024,Wednesday,Week of Feb 14,3,51-60,5
U3335,57,Male,9660,660.4,1.75,10.0,Strength,14/02/2024,23:00:00,12/02/2024,Wednesday,Week of Feb 14,3,51-60,5
U3336,18,Male,11861,507.2,2.85,5.2,Walking,15/02/2024,00:00:00,12/02/2024,Thursday,Week of Feb 15,4,18-21,1
U3337,49,Female,2238,592.0,3.24,4.6,Cardio,15/02/2024,01:00:00,12/02/2024,Thursday,Week of Feb 15,4,41-50,4
U3338,22,Male,5536,759.9,2.64,4.5,Cardio,15/02/2024,02:00:00,12/02/2024,Thursday,Week of Feb 15,4,22-30,2
U3339,47,Male,5861,564.9,1.77,9.0,Walking,15/02/2024,03:00:00,12/02/2024,Thursday,Week of Feb 15,4,41-50,4
U3340,39,Male,13295,386.7,0.70,6.6,Walking,15/02/2024,04:00:00,12/02/2024,Thursday,Week of Feb 15,4,31-40,3
U3341,37,Male,11338,442.2,2.93,4.0,Yoga,15/02/2024,05:00:00,12/02/2024,Thursday,Week of Feb 15,4,31-40,3
U3342,33,Male,11749,709.3,3.36,9.2,Walking,15/02/2024,06:00:00,12/02/2024,Thursday,Week of Feb 15,4,31-40,3
U3343,24,Female,13930,235.0,1.59,9.3,Cardio,15/02/2024,07:00:00,12/02/2024,Thursday,Week of Feb 15,4,22-30,2
U3344,24,Male,12349,361.7,0.96,8.8,Strength,15/02/2024,08:00:00,12/02/2024,Thursday,Week of Feb 15,4,22-30,2
U3345,19,Male,13643,525.2,1.48,5.5,Cardio,15/02/2024,09:00:00,12/02/2024,Thursday,Week of Feb 15,4,18-21,1
U3346,31,Female,10491,589.7,2.25,6.2,Yoga,15/02/2024,10:00:00,12/02/2024,Thursday,Week of Feb 15,4,31-40,3
U3347,48,Female,13890,646.3,1.45,8.5,Walking,15/02/2024,11:00:00,12/02/2024,Thursday,Week of Feb 15,4,41-50,4
U3348,58,Male,14245,356.8,2.33,6.9,Strength,15/02/2024,12:00:00,12/02/2024,Thursday,Week of Feb 15,4,51-60,5
U3349,31,Female,9899,244.8,3.40,4.9,Cardio,15/02/2024,13:00:00,12/02/2024,Thursday,Week of Feb 15,4,31-40,3
U3350,22,Male,9145,770.6,2.51,5.5,Strength,15/02/2024,14:00:00,12/02/2024,Thursday,Week of Feb 15,4,22-30,2
U3351,28,Female,7861,199.7,1.59,9.8,None,15/02/2024,15:00:00,12/02/2024,Thursday,Week of Feb 15,4,22-30,2
U3352,57,Male,2248,212.3,3.31,4.9,Cardio,15/02/2024,16:00:00,12/02/2024,Thursday,Week of Feb 15,4,51-60,5
U3353,22,Female,12760,471.7,2.20,8.4,None,15/02/2024,17:00:00,12/02/2024,Thursday,Week of Feb 15,4,22-30,2
U3354,46,Male,14321,682.5,0.89,6.9,Strength,15/02/2024,18:00:00,12/02/2024,Thursday,Week of Feb 15,4,41-50,4
U3355,28,Female,6323,653.4,2.00,8.5,Walking,15/02/2024,19:00:00,12/02/2024,Thursday,Week of Feb 15,4,22-30,2
U3356,22,Male,14872,759.5,2.46,8.0,Walking,15/02/2024,20:00:00,12/02/2024,Thursday,Week of Feb 15,4,22-30,2
U3357,49,Male,9101,242.0,3.01,6.6,Walking,15/02/2024,21:00:00,12/02/2024,Thursday,Week of Feb 15,4,41-50,4
U3358,53,Male,4860,394.2,3.31,6.1,None,15/02/2024,22:00:00,12/02/2024,Thursday,Week of Feb 15,4,51-60,5
U3359,32,Female,2723,333.4,1.45,8.5,Walking,15/02/2024,23:00:00,12/02/2024,Thursday,Week of Feb 15,4,31-40,3
U3360,36,Female,2569,709.6,0.97,5.9,Yoga,16/02/2024,00:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3361,39,Male,10411,467.4,0.72,8.7,Cardio,16/02/2024,01:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3362,51,Male,11586,167.5,2.72,8.1,Cardio,16/02/2024,02:00:00,12/02/2024,Friday,Week of Feb 16,5,51-60,5
U3363,34,Male,4834,610.2,2.89,7.5,Strength,16/02/2024,03:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3364,29,Male,9928,402.7,1.73,6.2,None,16/02/2024,04:00:00,12/02/2024,Friday,Week of Feb 16,5,22-30,2
U3365,42,Female,8671,495.2,1.69,5.2,Cardio,16/02/2024,05:00:00,12/02/2024,Friday,Week of Feb 16,5,41-50,4
U3366,34,Female,4122,731.0,3.36,8.3,None,16/02/2024,06:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3367,27,Female,14423,316.9,3.25,4.5,Strength,16/02/2024,07:00:00,12/02/2024,Friday,Week of Feb 16,5,22-30,2
U3368,45,Male,6000,306.2,1.20,9.8,Walking,16/02/2024,08:00:00,12/02/2024,Friday,Week of Feb 16,5,41-50,4
U3369,35,Male,14541,321.1,2.84,9.9,Strength,16/02/2024,09:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3370,35,Female,5089,369.8,2.37,4.8,Yoga,16/02/2024,10:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3371,49,Female,9165,219.8,0.96,4.6,Walking,16/02/2024,11:00:00,12/02/2024,Friday,Week of Feb 16,5,41-50,4
U3372,31,Female,9210,603.2,1.57,6.5,Walking,16/02/2024,12:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3373,33,Female,2049,284.8,1.03,9.8,Walking,16/02/2024,13:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3374,35,Male,2514,752.0,1.39,6.4,Strength,16/02/2024,14:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3375,33,Male,12983,290.2,2.35,6.2,Yoga,16/02/2024,15:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3376,34,Male,12970,316.2,1.63,8.2,None,16/02/2024,16:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3377,24,Female,12810,343.1,1.68,5.1,Strength,16/02/2024,17:00:00,12/02/2024,Friday,Week of Feb 16,5,22-30,2
U3378,29,Male,12029,649.5,2.12,6.2,Cardio,16/02/2024,18:00:00,12/02/2024,Friday,Week of Feb 16,5,22-30,2
U3379,51,Female,6671,427.9,0.76,5.7,Cardio,16/02/2024,19:00:00,12/02/2024,Friday,Week of Feb 16,5,51-60,5
U3380,27,Female,9749,682.6,2.72,7.6,Strength,16/02/2024,20:00:00,12/02/2024,Friday,Week of Feb 16,5,22-30,2
U3381,22,Female,3165,660.2,1.71,5.0,None,16/02/2024,21:00:00,12/02/2024,Friday,Week of Feb 16,5,22-30,2
U3382,38,Female,12441,754.2,1.94,7.3,Cardio,16/02/2024,22:00:00,12/02/2024,Friday,Week of Feb 16,5,31-40,3
U3383,20,Female,2414,641.8,3.42,9.1,None,16/02/2024,23:00:00,12/02/2024,Friday,Week of Feb 16,5,18-21,1
U3384,36,Male,12460,183.7,1.53,7.1,Walking,17/02/2024,00:00:00,12/02/2024,Saturday,Week of Feb 17,6,31-40,3
U3385,52,Male,3104,694.2,2.44,8.1,Strength,17/02/2024,01:00:00,12/02/2024,Saturday,Week of Feb 17,6,51-60,5
U3386,23,Male,6858,759.7,1.68,4.5,Walking,17/02/2024,02:00:00,12/02/2024,Saturday,Week of Feb 17,6,22-30,2
U3387,31,Female,14850,795.9,3.18,6.7,Cardio,17/02/2024,03:00:00,12/02/2024,Saturday,Week of Feb 17,6,31-40,3
U3388,21,Male,5356,231.4,3.04,4.6,None,17/02/2024,04:00:00,12/02/2024,Saturday,Week of Feb 17,6,18-21,1
U3389,35,Female,4416,548.6,1.22,7.6,Walking,17/02/2024,05:00:00,12/02/2024,Saturday,Week of Feb 17,6,31-40,3
U3390,46,Male,7611,279.6,2.58,5.7,Cardio,17/02/2024,06:00:00,12/02/2024,Saturday,Week of Feb 17,6,41-50,4
U3391,52,Female,12126,320.6,0.70,5.7,Yoga,17/02/2024,07:00:00,12/02/2024,Saturday,Week of Feb 17,6,51-60,5
U3392,55,Female,7465,634.6,3.39,4.5,Walking,17/02/2024,08:00:00,12/02/2024,Saturday,Week of Feb 17,6,51-60,5
U3393,33,Male,10395,785.5,1.55,5.9,Yoga,17/02/2024,09:00:00,12/02/2024,Saturday,Week of Feb 17,6,31-40,3
U3394,37,Female,9192,536.7,3.00,7.0,Yoga,17/02/2024,10:00:00,12/02/2024,Saturday,Week of Feb 17,6,31-40,3
U3395,41,Male,7672,702.9,1.46,7.5,Cardio,17/02/2024,11:00:00,12/02/2024,Saturday,Week of Feb 17,6,41-50,4
